Age,DistanceFromHome,JobLevel,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,Attrition
38,2,2,5249,18,13,8,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Married,0,0
32,2,2,2176,13,9,6,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,0,0
46,2,4,16872,12,28,7,Travel_Rarely,Sales,Technical Degree,Female,Manager,Married,1,0
28,2,1,3485,11,5,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,1
29,2,2,6644,19,10,0,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,0,0
31,23,2,5582,21,10,9,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,0,0
25,5,2,4000,12,6,6,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
45,20,4,13496,14,21,20,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,1,0
36,6,1,3210,11,16,15,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
55,1,5,19045,14,37,36,Travel_Rarely,Research & Development,Medical,Male,Manager,Single,1,0
47,29,3,11849,12,10,10,Non-Travel,Research & Development,Life Sciences,Male,Manager,Married,1,1
28,9,1,2070,23,5,5,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,0,0
37,6,2,6502,14,7,5,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,0,0
21,3,1,3230,17,3,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,0,0
37,1,3,13603,18,15,5,Non-Travel,Research & Development,Medical,Female,Research Director,Divorced,1,0
35,22,3,11996,18,10,7,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Divorced,0,0
38,7,2,5605,24,8,8,Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced,1,0
26,1,2,6397,20,6,6,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,0,0
50,4,5,19144,14,28,10,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,0,0
53,3,4,17584,16,21,5,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,1,0
42,1,2,4907,25,20,20,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,0
29,2,2,4554,18,10,10,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,0,0
55,20,2,5415,19,12,10,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,1,0
26,11,2,4741,13,5,5,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,1,0
37,1,1,2115,12,17,17,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,0,0
44,24,1,3161,22,19,1,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,1,1
38,23,2,5745,14,10,2,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
26,16,1,2373,13,5,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,1,1
28,8,1,3310,21,5,5,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,0,0
49,10,5,18665,11,22,3,Travel_Frequently,Research & Development,Life Sciences,Female,Research Director,Single,1,0
36,3,2,4485,12,10,8,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,0,0
31,5,1,2789,11,2,2,Travel_Frequently,Sales,Marketing,Female,Sales Representative,Divorced,0,0
26,4,2,5828,12,8,8,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,1,1
37,9,1,2326,12,4,4,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,1,0
42,26,4,13525,14,23,20,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,0,0
18,3,1,1420,13,0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,1
35,16,3,8020,15,12,11,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
36,18,1,3688,18,4,1,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
51,2,2,5482,18,13,4,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,0,0
41,2,4,16015,19,22,22,Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,0,0
18,10,1,1200,12,0,0,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,0,0
28,16,2,5661,19,9,8,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,0,0
31,7,2,6929,11,10,8,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,0,0
39,1,3,9613,17,19,18,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,0,0
36,24,2,5674,15,11,9,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,0
32,7,2,5484,14,13,13,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,0
38,25,3,12061,17,19,10,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,0,0
58,1,2,5660,13,12,5,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,1,0
31,5,1,4821,12,6,5,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,1,0
31,2,2,6410,12,9,2,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,0,0
45,7,3,5210,18,24,24,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,0,0
31,2,1,2695,18,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,1,0
33,5,3,11878,11,12,10,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,Married,0,0
39,10,4,17068,14,21,21,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,1,0
43,10,1,2455,19,9,8,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,0,0
49,1,4,13964,12,25,7,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,1,0
52,8,2,4941,15,11,8,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,0,1
27,5,1,2478,12,4,4,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,1,0
32,8,2,5228,11,13,13,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Married,1,0
27,2,2,4478,11,5,5,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,1,0
31,7,2,7547,12,13,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,0,0
32,2,2,5055,16,10,7,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,0,0
28,2,1,3464,13,5,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,1,1
30,28,2,5775,13,11,10,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,0,0
31,7,3,8943,24,10,10,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
39,7,5,19272,15,21,21,Travel_Frequently,Research & Development,Medical,Male,Manager,Married,0,0
39,3,2,5238,18,12,1,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,1,1
33,10,2,4682,14,9,7,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,0,0
47,5,5,18300,11,21,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,0,0
43,10,2,5257,11,9,9,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,0,0
27,1,2,6349,13,6,5,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,1,0
54,20,2,4869,12,20,4,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,0,0
43,7,3,9985,16,10,1,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,0,0
45,8,2,3697,14,12,10,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Married,0,0
40,1,2,7457,22,6,4,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,1,0
29,8,1,2119,11,7,7,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married,1,1
29,9,1,3983,17,4,3,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,0,0
30,5,2,6118,13,10,10,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,0,0
27,8,2,6214,18,8,8,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,0
37,5,2,6347,16,8,6,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,0,0
38,15,3,11510,14,12,11,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,1,0
31,7,3,7143,14,11,11,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,1,0
29,10,2,8268,14,7,7,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,1,0
35,5,3,8095,13,17,16,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Single,0,0
23,26,1,2904,12,4,4,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,0,0
41,6,2,6032,15,8,5,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,1,0
47,4,2,2976,19,5,0,Travel_Frequently,Sales,Medical,Male,Sales Representative,Single,0,0
42,23,4,15992,14,16,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,0,0
29,2,2,4649,14,4,4,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Married,0,0
42,2,1,2696,11,4,3,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Divorced,1,0
32,2,1,2370,13,8,8,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,0,0
48,29,3,12504,21,15,0,Travel_Rarely,Sales,Medical,Female,Manager,Married,0,0
37,6,2,5974,13,13,7,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,1,0
30,25,2,4736,12,4,2,Non-Travel,Sales,Technical Degree,Female,Sales Executive,Married,1,0
26,1,2,5296,17,8,8,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,0
42,2,2,6781,23,14,1,Travel_Rarely,Research & Development,Other,Male,Healthcare Representative,Single,0,0
21,1,1,2174,11,3,3,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Single,1,1
36,1,2,6653,15,7,1,Non-Travel,Sales,Medical,Female,Sales Executive,Single,0,0
36,3,3,9699,11,16,13,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,0,0
57,1,2,6755,11,15,3,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,0,0
40,10,1,2213,13,10,7,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,1,0
21,9,1,2610,24,3,3,Non-Travel,Sales,Medical,Male,Sales Representative,Single,0,0
33,5,1,2851,13,1,1,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Single,1,1
37,10,1,3452,20,17,5,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,0,0
46,7,2,5258,14,7,1,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,0,0
41,4,2,9355,18,8,8,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,0,1
50,10,3,10496,15,20,4,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Single,0,0
40,22,2,6380,12,8,6,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,1,1
31,9,1,2657,16,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,1,0
21,12,1,2716,15,1,1,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,0,1
29,23,1,2201,16,6,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
35,9,2,6540,19,10,1,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,0,0
27,1,1,3816,11,5,5,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,0,0
28,9,2,5253,16,7,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,0,0
49,7,3,10965,24,26,5,Travel_Rarely,Research & Development,Other,Male,Healthcare Representative,Single,0,0
51,14,2,4936,11,18,7,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,0,0
36,2,1,2543,13,6,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,0,0
34,19,2,5304,13,9,5,Non-Travel,Sales,Marketing,Male,Sales Executive,Single,1,1
55,2,4,16659,13,30,5,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Single,1,0
24,10,2,4260,12,5,5,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,1,0
30,2,1,2476,18,1,1,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Married,0,0
26,3,1,3102,22,7,6,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Single,0,1
22,11,1,2244,13,2,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,0,0
36,2,3,7596,13,10,10,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,0,0
30,4,1,2285,23,3,1,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Single,1,1
37,14,1,3034,12,18,18,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,0,0
40,2,2,5715,12,8,5,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,0,0
42,1,1,2576,16,8,5,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,0,0
37,10,2,4197,12,18,1,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,1,0
43,12,4,14336,11,25,25,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,0,0
40,2,2,3448,22,20,1,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,0,0
54,5,5,19406,11,24,4,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,0,0
34,4,2,6538,15,6,3,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,0,0
31,7,2,4306,12,13,13,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,0,0
43,21,1,2258,20,8,3,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
43,8,2,4522,14,8,5,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Divorced,1,0
25,4,2,4487,11,5,5,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,1,0
37,25,2,4449,15,15,13,Non-Travel,Research & Development,Medical,Female,Research Scientist,Married,1,0
31,1,1,2218,12,4,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
39,1,5,19197,14,21,21,Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced,1,0
56,6,4,13212,11,36,7,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,0,0
30,12,2,6577,11,6,5,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Single,0,0
41,1,3,8392,16,10,10,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
28,17,2,4558,12,10,10,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,0,0
25,3,1,4031,13,6,2,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,1
52,3,3,7969,14,28,5,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,1,0
45,10,1,2654,21,8,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
52,4,4,16555,13,31,5,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married,0,0
42,29,2,4556,11,19,5,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,0,0
30,2,2,6091,20,11,5,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,0,0
60,7,5,19566,11,33,29,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married,0,0
46,18,2,4810,14,19,10,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,0,0
42,28,2,4523,11,7,6,Travel_Frequently,Research & Development,Technical Degree,Female,Healthcare Representative,Married,0,0
24,1,1,3202,16,6,5,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,Single,1,1
34,6,1,2351,16,3,2,Travel_Frequently,Sales,Marketing,Female,Sales Representative,Divorced,0,1
38,2,1,1702,23,1,1,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,0
40,2,5,18041,14,21,20,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,0,0
26,23,1,2886,22,3,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,0,0
30,3,1,2097,15,9,5,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
29,3,3,11935,18,10,10,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,0,0
29,25,1,2546,16,6,2,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,0,1
19,2,1,2564,12,1,1,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Single,0,1
30,22,3,8412,11,10,9,Non-Travel,Sales,Other,Female,Sales Executive,Married,0,0
57,29,4,14118,12,32,1,Travel_Rarely,Sales,Marketing,Male,Manager,Divorced,0,0
50,29,4,17046,15,28,27,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,0,0
30,2,1,2564,14,12,11,Non-Travel,Research & Development,Medical,Female,Laboratory Technician,Single,0,0
60,28,3,10266,19,22,18,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,0,0
47,2,2,5070,13,20,5,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,0,0
46,2,4,17861,13,26,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,0,0
35,22,1,4230,15,6,5,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,0
54,8,2,3780,11,19,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,0,0
34,2,1,2768,12,14,7,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,0,0
46,10,3,9071,19,15,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,1,0
31,9,3,10648,25,13,13,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,0,0
33,15,3,13610,12,15,7,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,1,1
33,10,1,3408,13,8,4,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,0,1
30,7,1,2983,14,4,3,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,0,0
35,16,3,7632,12,10,8,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,1,0
31,20,3,9824,12,12,1,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,0,1
34,23,3,9950,15,11,3,Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Divorced,1,1
42,5,1,2093,17,8,2,Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,0,0
36,10,3,9980,14,10,10,Non-Travel,Sales,Medical,Male,Sales Executive,Single,0,0
22,4,1,3894,16,4,2,Travel_Frequently,Research & Development,Technical Degree,Male,Laboratory Technician,Single,0,1
48,2,2,4051,14,14,9,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,0
55,18,4,16835,23,37,10,Travel_Rarely,Sales,Life Sciences,Female,Manager,Single,0,0
41,10,2,6230,14,16,14,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,0,0
35,1,2,4717,11,15,11,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
40,6,4,13237,15,22,20,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,0,0
39,8,1,3755,11,8,8,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,0
31,2,2,6582,13,10,6,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,1,0
42,24,3,7406,21,10,10,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,1,0
45,2,2,4805,19,9,8,Travel_Rarely,Sales,Other,Male,Sales Executive,Married,0,0
26,17,1,2741,11,8,7,Travel_Frequently,Human Resources,Life Sciences,Female,Human Resources,Divorced,1,1
29,19,2,4262,12,8,3,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,0,0
33,1,4,16184,19,10,6,Travel_Rarely,Research & Development,Medical,Female,Research Director,Divorced,0,0
31,7,3,11557,21,10,5,Travel_Rarely,Sales,Life Sciences,Male,Manager,Divorced,0,0
18,5,1,1878,14,0,0,Travel_Frequently,Sales,Marketing,Male,Sales Representative,Single,1,1
40,28,3,10932,15,20,1,Non-Travel,Sales,Other,Male,Sales Executive,Divorced,0,0
41,2,2,6811,17,10,8,Non-Travel,Research & Development,Other,Female,Healthcare Representative,Single,1,0
26,29,2,4306,12,8,0,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,0,0
35,1,2,4859,16,5,5,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,0,0
34,21,2,5337,12,10,10,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,0,0
26,24,1,2340,18,1,1,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,1,1
37,1,3,7491,17,12,6,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Single,0,0
46,18,3,10527,11,28,2,Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,Married,0,0
41,2,4,16595,16,22,18,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,0,0
37,9,3,8834,13,9,9,Non-Travel,Sales,Medical,Male,Sales Executive,Divorced,0,0
52,6,2,5577,12,18,10,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,1,0
32,11,2,4707,12,6,4,Non-Travel,Sales,Other,Male,Sales Executive,Married,0,1
24,24,1,2400,13,3,2,Travel_Frequently,Sales,Medical,Male,Sales Representative,Married,0,0
38,10,2,9824,19,18,1,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,0,0
37,1,2,6447,12,8,6,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
49,18,5,19502,17,31,31,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,1,0
24,23,1,2725,11,6,6,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,1,0
26,28,2,6272,20,6,5,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
24,17,1,2127,21,1,1,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married,0,0
50,3,5,18200,11,32,32,Travel_Frequently,Human Resources,Medical,Male,Manager,Married,0,0
25,13,1,2096,11,7,7,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,0,0
24,7,1,2886,16,6,6,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,1,1
30,12,1,2033,18,1,1,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Married,0,1
34,1,1,3622,13,6,6,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,1,0
31,13,2,4233,17,9,3,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,0,1
35,25,2,3681,14,9,3,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,0,0
31,6,2,5460,22,13,7,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,0,0
27,6,1,2187,12,6,5,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,0,0
37,2,2,9602,11,17,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,1,0
20,1,1,2836,13,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,0,0
42,2,2,4089,13,10,10,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,0,0
43,6,4,16627,14,21,1,Travel_Rarely,Research & Development,Other,Male,Research Director,Divorced,1,0
38,1,1,2619,17,8,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,0,0
43,9,2,5679,13,10,8,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced,1,0
48,1,4,15402,11,21,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married,0,0
44,1,2,5985,11,10,2,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,0,0
34,14,1,2579,18,8,8,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,Divorced,1,0
27,2,1,3041,11,5,4,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Divorced,0,1
21,22,1,3447,11,3,3,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Single,0,0
44,3,5,19513,12,26,2,Travel_Rarely,Research & Development,Other,Male,Manager,Married,1,0
22,6,1,2773,20,3,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,0,0
33,8,2,7104,12,6,5,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,0,0
32,9,2,6322,12,6,6,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,1,0
30,3,1,2083,20,1,1,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,0,0
53,1,2,8381,20,18,14,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,0,0
34,1,1,2691,12,10,10,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
45,26,2,4286,14,5,1,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,0,1
26,6,1,2659,13,3,3,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,1,0
37,3,3,9434,15,10,10,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married,0,0
29,3,2,5561,14,6,6,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,0,0
35,6,2,6646,13,17,17,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
33,6,2,7725,23,15,13,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
54,19,3,10725,15,16,9,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,0,0
36,9,2,8847,11,13,3,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,1,0
27,3,1,2045,13,5,4,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,0,0
20,10,1,1009,11,1,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,1,1
33,3,1,3348,11,10,10,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,1,1
35,3,1,1281,18,1,1,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
23,4,1,2819,16,5,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,0,0
25,8,2,4851,22,4,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,0
38,7,2,4028,20,8,7,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,0,0
29,1,1,2720,18,10,10,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,0,0
48,2,2,8120,12,12,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
27,3,2,4647,20,6,6,Travel_Frequently,Sales,Medical,Female,Sales Executive,Divorced,1,0
37,10,1,4680,17,4,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
50,28,1,3221,11,20,20,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,1,0
34,9,3,8621,14,9,8,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,0,0
24,3,2,4577,14,4,2,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,0,1
